score;completeness;rescuebot_action;rescuebot_location;diostronzo_action;diostronzo_location;world_nr;tick_nr
9;0.25;;(9, 5);;(22, 11);1;1033
9;0.25;;(9, 5);;(22, 11);1;1034
9;0.25;;(9, 5);;(22, 11);1;1035
9;0.25;;(9, 5);;(22, 11);1;1036
9;0.25;;(9, 5);;(22, 11);1;1037
9;0.25;;(9, 5);;(22, 11);1;1038
9;0.25;;(9, 5);;(22, 11);1;1039
9;0.25;;(9, 5);;(22, 11);1;1040
9;0.25;;(9, 5);;(22, 11);1;1041
9;0.25;;(9, 5);;(22, 11);1;1042
9;0.25;;(9, 5);;(22, 11);1;1043
9;0.25;;(9, 5);;(22, 11);1;1044
9;0.25;;(9, 5);;(22, 11);1;1045
9;0.25;;(9, 5);;(22, 11);1;1046
9;0.25;;(9, 5);;(22, 11);1;1047
9;0.25;;(9, 5);;(22, 11);1;1048
9;0.25;;(9, 5);;(22, 11);1;1049
9;0.25;;(9, 5);;(22, 11);1;1050
9;0.25;;(9, 5);;(22, 11);1;1051
9;0.25;;(9, 5);;(22, 11);1;1052
9;0.25;;(9, 5);;(22, 11);1;1053
9;0.25;;(9, 5);;(22, 11);1;1054
9;0.25;;(9, 5);;(22, 11);1;1055
9;0.25;;(9, 5);;(22, 11);1;1056
9;0.25;;(9, 5);;(22, 11);1;1057
9;0.25;;(9, 5);;(22, 11);1;1058
9;0.25;;(9, 5);;(22, 11);1;1059
9;0.25;;(9, 5);;(22, 11);1;1060
9;0.25;;(9, 5);;(22, 11);1;1061
9;0.25;;(9, 5);;(22, 11);1;1062
9;0.25;;(9, 5);;(22, 11);1;1063
9;0.25;;(9, 5);;(22, 11);1;1064
9;0.25;;(9, 5);;(22, 11);1;1065
9;0.25;;(9, 5);;(22, 11);1;1066
9;0.25;;(9, 5);;(22, 11);1;1067
9;0.25;;(9, 5);;(22, 11);1;1068
9;0.25;;(9, 5);;(22, 11);1;1069
9;0.25;;(9, 5);;(22, 11);1;1070
9;0.25;;(9, 5);;(22, 11);1;1071
9;0.25;;(9, 5);;(22, 11);1;1072
9;0.25;;(9, 5);;(22, 11);1;1073
9;0.25;;(9, 5);;(22, 11);1;1074
9;0.25;;(9, 5);;(22, 11);1;1075
9;0.25;;(9, 5);;(22, 11);1;1076
9;0.25;;(9, 5);;(22, 11);1;1077
9;0.25;;(9, 5);;(22, 11);1;1078
9;0.25;;(9, 5);;(22, 11);1;1079
9;0.25;;(9, 5);;(22, 11);1;1080
9;0.25;;(9, 5);;(22, 11);1;1081
9;0.25;;(9, 5);;(22, 11);1;1082
9;0.25;;(9, 5);;(22, 11);1;1083
9;0.25;;(9, 5);;(22, 11);1;1084
9;0.25;;(9, 5);;(22, 11);1;1085
9;0.25;;(9, 5);;(22, 11);1;1086
9;0.25;;(9, 5);;(22, 11);1;1087
9;0.25;;(9, 5);;(22, 11);1;1088
9;0.25;;(9, 5);;(22, 11);1;1089
9;0.25;;(9, 5);;(22, 11);1;1090
9;0.25;;(9, 5);;(22, 11);1;1091
9;0.25;;(9, 5);;(22, 11);1;1092
9;0.25;;(9, 5);;(22, 11);1;1093
9;0.25;;(9, 5);;(22, 11);1;1094
9;0.25;;(9, 5);;(22, 11);1;1095
9;0.25;;(9, 5);;(22, 11);1;1096
9;0.25;;(9, 5);;(22, 11);1;1097
9;0.25;;(9, 5);;(22, 11);1;1098
9;0.25;;(9, 5);;(22, 11);1;1099
9;0.25;;(9, 5);;(22, 11);1;1100
9;0.25;;(9, 5);;(22, 11);1;1101
9;0.25;;(9, 5);;(22, 11);1;1102
9;0.25;;(9, 5);;(22, 11);1;1103
9;0.25;;(9, 5);;(22, 11);1;1104
9;0.25;;(9, 5);;(22, 11);1;1105
9;0.25;;(9, 5);;(22, 11);1;1106
9;0.25;;(9, 5);;(22, 11);1;1107
9;0.25;;(9, 5);;(22, 11);1;1108
9;0.25;;(9, 5);;(22, 11);1;1109
9;0.25;;(9, 5);;(22, 11);1;1110
9;0.25;;(9, 5);;(22, 11);1;1111
9;0.25;;(9, 5);;(22, 11);1;1112
9;0.25;;(9, 5);;(22, 11);1;1113
9;0.25;;(9, 5);;(22, 11);1;1114
9;0.25;;(9, 5);;(22, 11);1;1115
9;0.25;;(9, 5);;(22, 11);1;1116
9;0.25;;(9, 5);;(22, 11);1;1117
9;0.25;;(9, 5);;(22, 11);1;1118
9;0.25;;(9, 5);;(22, 11);1;1119
9;0.25;;(9, 5);;(22, 11);1;1120
9;0.25;;(9, 5);;(22, 11);1;1121
9;0.25;;(9, 5);;(22, 11);1;1122
9;0.25;;(9, 5);;(22, 11);1;1123
9;0.25;;(9, 5);;(22, 11);1;1124
9;0.25;;(9, 5);;(22, 11);1;1125
9;0.25;;(9, 5);;(22, 11);1;1126
9;0.25;;(9, 5);;(22, 11);1;1127
9;0.25;;(9, 5);;(22, 11);1;1128
9;0.25;;(9, 5);;(22, 11);1;1129
9;0.25;;(9, 5);;(22, 11);1;1130
9;0.25;;(9, 5);;(22, 11);1;1131
9;0.25;;(9, 5);;(22, 11);1;1132
9;0.25;;(9, 5);;(22, 11);1;1133
9;0.25;;(9, 5);;(22, 11);1;1134
9;0.25;;(9, 5);;(22, 11);1;1135
9;0.25;;(9, 5);;(22, 11);1;1136
9;0.25;;(9, 5);;(22, 11);1;1137
9;0.25;;(9, 5);;(22, 11);1;1138
9;0.25;;(9, 5);;(22, 11);1;1139
9;0.25;;(9, 5);;(22, 11);1;1140
9;0.25;;(9, 5);;(22, 11);1;1141
9;0.25;;(9, 5);;(22, 11);1;1142
9;0.25;;(9, 5);;(22, 11);1;1143
9;0.25;;(9, 5);;(22, 11);1;1144
9;0.25;;(9, 5);;(22, 11);1;1145
9;0.25;;(9, 5);;(22, 11);1;1146
9;0.25;;(9, 5);;(22, 11);1;1147
9;0.25;;(9, 5);;(22, 11);1;1148
9;0.25;;(9, 5);;(22, 11);1;1149
9;0.25;;(9, 5);;(22, 11);1;1150
9;0.25;;(9, 5);;(22, 11);1;1151
9;0.25;;(9, 5);;(22, 11);1;1152
9;0.25;;(9, 5);;(22, 11);1;1153
9;0.25;;(9, 5);;(22, 11);1;1154
9;0.25;;(9, 5);;(22, 11);1;1155
9;0.25;;(9, 5);;(22, 11);1;1156
9;0.25;;(9, 5);;(22, 11);1;1157
9;0.25;;(9, 5);;(22, 11);1;1158
9;0.25;;(9, 5);;(22, 11);1;1159
9;0.25;;(9, 5);;(22, 11);1;1160
9;0.25;;(9, 5);;(22, 11);1;1161
9;0.25;;(9, 5);;(22, 11);1;1162
9;0.25;;(9, 5);;(22, 11);1;1163
9;0.25;;(9, 5);;(22, 11);1;1164
9;0.25;;(9, 5);;(22, 11);1;1165
9;0.25;;(9, 5);;(22, 11);1;1166
9;0.25;;(9, 5);;(22, 11);1;1167
9;0.25;;(9, 5);;(22, 11);1;1168
9;0.25;;(9, 5);;(22, 11);1;1169
9;0.25;;(9, 5);;(22, 11);1;1170
9;0.25;;(9, 5);;(22, 11);1;1171
9;0.25;;(9, 5);;(22, 11);1;1172
9;0.25;;(9, 5);;(22, 11);1;1173
9;0.25;;(9, 5);;(22, 11);1;1174
9;0.25;;(9, 5);;(22, 11);1;1175
